relationship_id,supplier_node_id,buyer_node_id,category_id,via_hub_node_id,lead_time_days,annual_volume_units,unit_cost_usd,annual_value_usd,qualified_alternatives,is_single_source,sourcing_type,is_routed_freight
10376,OSAT_0040,EMS_0514,Memory IC,,40,19725767,21.357894289679823,421300846.3688547,1,0,Multi-sourced,Direct
10377,OSAT_0059,EMS_0514,Memory IC,,37,27908851,26.092476248842612,728211031.8499874,1,0,Multi-sourced,Direct
10378,OSAT_0106,EMS_0514,Analog IC,HUB_012,45,17770781,8.35018297082091,148389272.8843878,0,1,Sole-sourced,Crosses a hub
10379,OSAT_0053,EMS_0514,Power IC,,32,14211208,12.363464679392193,175699768.15949577,2,0,Multi-sourced,Direct
10380,OSAT_0029,EMS_0514,Power IC,,21,12596962,13.80481546265949,173898735.80013403,2,0,Multi-sourced,Direct
10381,OSAT_0036,EMS_0514,Power IC,HUB_026,48,11546715,7.909942898357288,91333856.31360558,2,0,Multi-sourced,Crosses a hub
10382,REFINED_MATERIAL_0157,EMS_0514,Process gas,,63,143952,45.34755939927759,6527871.870644808,1,0,Multi-sourced,Direct
10383,REFINED_MATERIAL_0286,EMS_0514,Process gas,,50,44576,29.664315437928718,1322316.5249611104,1,0,Multi-sourced,Direct
10384,REFINED_MATERIAL_0179,EMS_0515,PCB laminate,,55,2671848,16.9665182347612,45331957.812510245,1,0,Multi-sourced,Direct
10385,REFINED_MATERIAL_0155,EMS_0515,PCB laminate,HUB_024,50,5818576,9.478706507591367,55152574.19611494,1,0,Multi-sourced,Crosses a hub
10386,OSAT_0089,EMS_0515,Logic IC,HUB_011,47,52308649,47.56398779544599,2488007942.632268,2,0,Multi-sourced,Crosses a hub
10387,OSAT_0094,EMS_0515,Logic IC,,26,4666437,50.92639882342841,237644831.7464028,2,0,Multi-sourced,Direct
10388,OSAT_0135,EMS_0515,Logic IC,HUB_026,62,2188755,63.984347087910045,140046059.61039856,2,0,Multi-sourced,Crosses a hub
10389,OSAT_0068,EMS_0515,Memory IC,HUB_000,67,5107209,22.044310818787732,112584902.61251007,0,1,Sole-sourced,Crosses a hub
10390,REFINED_MATERIAL_0037,EMS_0516,PCB laminate,HUB_031,72,2133416,16.470605116501947,35138652.485227115,1,0,Multi-sourced,Crosses a hub
10391,REFINED_MATERIAL_0176,EMS_0516,PCB laminate,HUB_034,101,3124526,14.819842275721285,46304982.506390326,1,0,Multi-sourced,Crosses a hub
10392,OSAT_0008,EMS_0516,Logic IC,,34,3899701,88.9067465582123,346709728.4598071,1,0,Multi-sourced,Direct
10393,OSAT_0089,EMS_0516,Logic IC,HUB_011,27,13071812,48.491487152569334,633871603.6588017,1,0,Multi-sourced,Crosses a hub
10394,OSAT_0166,EMS_0516,Memory IC,HUB_026,66,5745677,33.955358124974026,195096520.2054264,0,1,Sole-sourced,Crosses a hub
10395,OSAT_0039,EMS_0516,Analog IC,HUB_011,30,13877646,8.818449049419858,122379314.17688529,3,0,Multi-sourced,Crosses a hub
10396,OSAT_0071,EMS_0516,Analog IC,HUB_034,51,22501844,6.996751291635451,157439806.07117942,3,0,Multi-sourced,Crosses a hub
10397,OSAT_0126,EMS_0516,Analog IC,,21,16229575,11.540632390570753,187299558.93019733,3,0,Multi-sourced,Direct
10398,OSAT_0074,EMS_0516,Analog IC,,36,11121820,8.522141472204387,94781723.4683922,3,0,Multi-sourced,Direct
10399,OSAT_0036,EMS_0516,Power IC,HUB_026,48,96947164,13.728650790913521,1330953759.7254229,1,0,Multi-sourced,Crosses a hub
10400,OSAT_0084,EMS_0516,Power IC,,38,12162067,12.961096815471814,157633727.86325485,1,0,Multi-sourced,Direct
10401,OSAT_0129,EMS_0516,RF IC,,25,17598960,15.729075741357128,276815374.80911446,0,1,Sole-sourced,Direct
10402,REFINED_MATERIAL_0119,EMS_0516,Process gas,,56,202373,43.144636744640444,8731309.57192312,3,0,Multi-sourced,Direct
10403,REFINED_MATERIAL_0235,EMS_0516,Process gas,,51,147533,39.08642454126729,5766537.471846787,3,0,Multi-sourced,Direct
10404,REFINED_MATERIAL_0247,EMS_0516,Process gas,,58,170789,53.090972613287505,9067354.12165076,3,0,Multi-sourced,Direct
10405,REFINED_MATERIAL_0298,EMS_0516,Process gas,,46,291786,43.076044834410055,12568986.818053173,3,0,Multi-sourced,Direct
10406,REFINED_MATERIAL_0105,EMS_0517,PCB laminate,,65,485616,13.230895475897478,6425134.53742343,1,0,Multi-sourced,Direct
10407,REFINED_MATERIAL_0028,EMS_0517,PCB laminate,HUB_011,60,11982259,17.263082642996245,206850727.36678556,1,0,Multi-sourced,Crosses a hub
10408,OSAT_0048,EMS_0517,Logic IC,HUB_036,38,6477605,47.06812248101197,304888705.52361554,2,0,Multi-sourced,Crosses a hub
10409,OSAT_0089,EMS_0517,Logic IC,,28,12718015,39.94501813983688,508021339.87771755,2,0,Multi-sourced,Direct
10410,OSAT_0094,EMS_0517,Logic IC,HUB_027,75,29856528,44.10456432129672,1316809159.5865965,2,0,Multi-sourced,Crosses a hub
10411,OSAT_0126,EMS_0517,Analog IC,HUB_013,51,30580432,7.844753908835056,239895963.46586463,0,1,Sole-sourced,Crosses a hub
10412,OSAT_0133,EMS_0517,Power IC,HUB_000,53,13323712,11.058286174235628,147337420.19909734,1,0,Multi-sourced,Crosses a hub
10413,OSAT_0161,EMS_0517,Power IC,,29,5235259,12.629212560761628,66117198.72164036,1,0,Multi-sourced,Direct
10414,REFINED_MATERIAL_0312,EMS_0518,PCB laminate,,59,4649687,17.35709316293373,80705050.43748185,1,0,Multi-sourced,Direct
10415,REFINED_MATERIAL_0348,EMS_0518,PCB laminate,HUB_011,44,1953945,13.853699416846663,27069366.707050454,1,0,Multi-sourced,Crosses a hub
10416,OSAT_0135,EMS_0518,Logic IC,,22,19959239,59.12658268919321,1180121595.14687,1,0,Multi-sourced,Direct
10417,OSAT_0089,EMS_0518,Logic IC,HUB_010,69,72891829,60.977068942926216,4444730082.308989,1,0,Multi-sourced,Crosses a hub
10418,OSAT_0128,EMS_0518,Memory IC,HUB_034,57,8574824,18.496094972610088,158600759.07741633,2,0,Multi-sourced,Crosses a hub
10419,OSAT_0040,EMS_0518,Memory IC,,31,10339778,28.14307621235612,290993160.2728431,2,0,Multi-sourced,Direct
10420,OSAT_0059,EMS_0518,Memory IC,HUB_011,37,30819000,21.52068148708631,663245882.750513,2,0,Multi-sourced,Crosses a hub
10421,OSAT_0074,EMS_0518,Analog IC,,26,11303128,9.593997387178591,108442180.49894518,4,0,Multi-sourced,Direct
10422,OSAT_0162,EMS_0518,Analog IC,,24,37098802,7.266826162182351,269590544.9592229,4,0,Multi-sourced,Direct
10423,OSAT_0109,EMS_0518,Analog IC,,35,32690586,11.726295507658827,383339471.75453454,4,0,Multi-sourced,Direct
10424,OSAT_0076,EMS_0518,Analog IC,HUB_000,73,9102987,11.807533823268063,107483826.89526947,4,0,Multi-sourced,Crosses a hub
10425,OSAT_0118,EMS_0518,Analog IC,,33,38114829,8.284275268937336,315753735.2644756,4,0,Multi-sourced,Direct
10426,OSAT_0164,EMS_0518,Power IC,,26,6984328,8.817860540619693,61586830.27394526,0,1,Sole-sourced,Direct
10427,REFINED_MATERIAL_0047,EMS_0519,PCB laminate,,62,6321157,11.679169872114748,73825866.39130725,2,0,Multi-sourced,Direct
10428,REFINED_MATERIAL_0155,EMS_0519,PCB laminate,HUB_024,66,1408541,14.40990536180022,20296942.508215442,2,0,Multi-sourced,Crosses a hub
10429,REFINED_MATERIAL_0127,EMS_0519,PCB laminate,,64,1752362,13.569488727788748,23778656.406005345,2,0,Multi-sourced,Direct
10430,OSAT_0110,EMS_0519,MEMS sensor,HUB_026,61,8991484,7.430786435152701,66813797.339092545,1,0,Multi-sourced,Crosses a hub
10431,OSAT_0056,EMS_0519,MEMS sensor,HUB_026,70,10395304,10.47371965727115,108877499.84810942,1,0,Multi-sourced,Crosses a hub
10432,OSAT_0109,EMS_0519,Analog IC,,31,33397492,7.566673443309773,252707915.78955057,2,0,Multi-sourced,Direct
10433,OSAT_0162,EMS_0519,Analog IC,HUB_026,62,108401131,8.74889092112536,948389670.8456209,2,0,Multi-sourced,Crosses a hub
10434,OSAT_0039,EMS_0519,Analog IC,,36,46326888,8.017387205271028,371420599.11122394,2,0,Multi-sourced,Direct
10435,EMS_0049,OEM_0000,PCB assembly,HUB_011,36,215526,112.7720364843515,24305305.93532634,2,0,Multi-sourced,Crosses a hub
10436,EMS_0504,OEM_0000,PCB assembly,,29,7638347,131.27287052835743,1002707736.7816674,2,0,Multi-sourced,Direct
10437,EMS_0024,OEM_0000,PCB assembly,HUB_026,70,7507193,94.28393006578753,707807659.8023697,2,0,Multi-sourced,Crosses a hub
10438,EMS_0011,OEM_0000,Power module,,27,722940,56.72345851523195,41007657.09900178,1,0,Multi-sourced,Direct
10439,EMS_0296,OEM_0000,Power module,HUB_034,53,1331153,71.82994435856354,95616645.92273493,1,0,Multi-sourced,Crosses a hub
10440,EMS_0467,OEM_0001,PCB assembly,,28,3205782,144.6933530653757,463855346.7766262,2,0,Multi-sourced,Direct
10441,EMS_0244,OEM_0001,PCB assembly,HUB_027,54,3938999,142.12569700104368,559832978.3614141,2,0,Multi-sourced,Crosses a hub
10442,EMS_0375,OEM_0001,PCB assembly,HUB_026,75,2170913,173.36968604488317,376370505.24075544,2,0,Multi-sourced,Crosses a hub
10443,EMS_0325,OEM_0001,Power module,HUB_028,20,1228906,65.0717609885459,79967077.50939,1,0,Multi-sourced,Crosses a hub
10444,EMS_0023,OEM_0001,Power module,,21,1174764,56.434942867780016,66297739.22312472,1,0,Multi-sourced,Direct
10445,EMS_0175,OEM_0002,PCB assembly,,26,337149,68.99309675556597,23260953.578042313,1,0,Multi-sourced,Direct
10446,EMS_0355,OEM_0002,PCB assembly,HUB_036,31,1865444,107.9689416205468,201410014.3323993,1,0,Multi-sourced,Crosses a hub
10447,EMS_0468,OEM_0002,Sensor module,,15,957444,26.098928770458794,24988262.75770315,2,0,Multi-sourced,Direct
10448,EMS_0268,OEM_0002,Sensor module,,20,341689,45.65933809315758,15601293.57371292,2,0,Multi-sourced,Direct
10449,EMS_0303,OEM_0002,Sensor module,,15,526849,49.217554714736714,25930219.483904324,2,0,Multi-sourced,Direct
10450,EMS_0412,OEM_0003,PCB assembly,HUB_011,23,2515883,107.23319669109455,269786176.59078103,2,0,Multi-sourced,Crosses a hub
10451,EMS_0365,OEM_0003,PCB assembly,,25,200814,133.01034257063068,26710338.93297863,2,0,Multi-sourced,Direct
10452,EMS_0451,OEM_0003,PCB assembly,HUB_015,46,3955139,163.78837772024363,647805800.4680667,2,0,Multi-sourced,Crosses a hub
10453,EMS_0135,OEM_0004,PCB assembly,,16,1259561,136.09033516334722,171414078.64868078,0,1,Sole-sourced,Direct
10454,EMS_0050,OEM_0004,Power module,HUB_026,76,3280174,86.48215485091231,283676515.80593646,1,0,Multi-sourced,Crosses a hub
10455,EMS_0352,OEM_0004,Power module,,26,4965699,112.87270856312851,560491896.0392187,1,0,Multi-sourced,Direct
10456,EMS_0418,OEM_0004,Sensor module,,23,661448,31.483698749785837,20824829.570648342,1,0,Multi-sourced,Direct
10457,EMS_0163,OEM_0004,Sensor module,HUB_011,32,2552503,26.859811264845852,68559748.83295283,1,0,Multi-sourced,Crosses a hub
10458,EMS_0412,OEM_0005,PCB assembly,HUB_011,28,1219306,135.1763241159061,164821303.05246902,1,0,Multi-sourced,Crosses a hub
10459,EMS_0024,OEM_0005,PCB assembly,,29,2389047,106.61048747381571,254697465.267857,1,0,Multi-sourced,Direct
10460,EMS_0070,OEM_0005,Power module,HUB_012,32,1146644,75.57942487599111,86662694.05750595,1,0,Multi-sourced,Crosses a hub
10461,EMS_0103,OEM_0005,Power module,HUB_013,72,1454006,63.334263118797374,92088398.58031009,1,0,Multi-sourced,Crosses a hub
10462,EMS_0380,OEM_0006,PCB assembly,,31,369953,128.48317312566644,47532735.34735968,2,0,Multi-sourced,Direct
10463,EMS_0102,OEM_0006,PCB assembly,,17,3317017,135.9786985429463,451043654.7048281,2,0,Multi-sourced,Direct
10464,EMS_0109,OEM_0006,PCB assembly,,15,1739297,204.87316009860763,356335272.74002796,2,0,Multi-sourced,Direct
10465,EMS_0217,OEM_0006,Sensor module,,21,1267969,38.69302164278742,49061551.959383525,0,1,Sole-sourced,Direct
10466,EMS_0258,OEM_0007,PCB assembly,,29,2535525,142.06976324129639,360221436.442388,3,0,Multi-sourced,Direct
10467,EMS_0225,OEM_0007,PCB assembly,,30,593196,138.0180499734958,81871755.17207782,3,0,Multi-sourced,Direct
10468,EMS_0222,OEM_0007,PCB assembly,HUB_025,45,1413868,109.21594109345055,154416924.20191476,3,0,Multi-sourced,Crosses a hub
10469,EMS_0454,OEM_0007,PCB assembly,,19,4475839,170.9754965852681,765258795.6607099,3,0,Multi-sourced,Direct
10470,EMS_0417,OEM_0007,Power module,HUB_026,43,352038,99.18418086655615,34916600.663900696,2,0,Multi-sourced,Crosses a hub
10471,EMS_0332,OEM_0007,Power module,HUB_026,67,3692789,64.40403564741683,237830514.39438877,2,0,Multi-sourced,Crosses a hub
10472,EMS_0023,OEM_0007,Power module,,28,1545534,88.68017753774869,137058229.51062688,2,0,Multi-sourced,Direct
10473,EMS_0273,OEM_0008,PCB assembly,,20,4310538,147.03461748603024,633798305.9889978,1,0,Multi-sourced,Direct
10474,EMS_0322,OEM_0008,PCB assembly,HUB_026,52,1661290,168.1250026412079,279304385.6378123,1,0,Multi-sourced,Crosses a hub
10475,EMS_0084,OEM_0008,Power module,HUB_026,58,556021,73.88843840164448,41083523.408520766,1,0,Multi-sourced,Crosses a hub
10476,EMS_0321,OEM_0008,Power module,,31,657931,53.09152400224055,34930559.478318125,1,0,Multi-sourced,Direct
10477,EMS_0246,OEM_0008,Sensor module,,16,3046464,52.23101919127628,159119919.64953232,1,0,Multi-sourced,Direct
10478,EMS_0308,OEM_0008,Sensor module,HUB_026,76,1984396,42.99001526457721,85309214.33096595,1,0,Multi-sourced,Crosses a hub
10479,EMS_0394,OEM_0009,PCB assembly,HUB_026,67,587469,120.54689240225777,70817562.33266197,0,1,Sole-sourced,Crosses a hub
10480,EMS_0447,OEM_0009,Power module,HUB_012,34,373809,73.91295687185426,27629328.49531097,2,0,Multi-sourced,Crosses a hub
10481,EMS_0356,OEM_0009,Power module,HUB_027,60,318877,52.011672198897536,16585325.995767849,2,0,Multi-sourced,Crosses a hub
10482,EMS_0118,OEM_0009,Power module,,24,1798273,80.60300213047663,144946202.4501786,2,0,Multi-sourced,Direct
10483,EMS_0188,OEM_0010,PCB assembly,HUB_012,21,733698,182.84001936649582,134149356.52915925,2,0,Multi-sourced,Crosses a hub
10484,EMS_0514,OEM_0010,PCB assembly,HUB_034,62,1565406,154.82063040975746,242357143.76721677,2,0,Multi-sourced,Crosses a hub
10485,EMS_0018,OEM_0010,PCB assembly,,27,2558903,141.92987316314776,363184778.2267983,2,0,Multi-sourced,Direct
10486,EMS_0308,OEM_0010,Sensor module,,33,282860,30.687494549081677,8680264.708153242,3,0,Multi-sourced,Direct
10487,EMS_0012,OEM_0010,Sensor module,HUB_010,48,752045,46.87470163353989,35251884.98999551,3,0,Multi-sourced,Crosses a hub
10488,EMS_0361,OEM_0010,Sensor module,HUB_034,44,1079249,30.255967034956658,32653722.166509937,3,0,Multi-sourced,Crosses a hub
10489,EMS_0097,OEM_0010,Sensor module,HUB_034,51,3778454,39.00728551677871,147387233.99001458,3,0,Multi-sourced,Crosses a hub
10490,EMS_0417,OEM_0010,Power module,,28,4398370,67.28062258417192,295925071.95554423,1,0,Multi-sourced,Direct
10491,EMS_0099,OEM_0010,Power module,,31,1635254,83.16240496747213,135991655.37267867,1,0,Multi-sourced,Direct
10492,EMS_0514,OEM_0011,PCB assembly,,34,1905887,130.8897368830448,249461047.9588156,1,0,Multi-sourced,Direct
10493,EMS_0158,OEM_0011,PCB assembly,,16,2288715,124.97069102285589,286022295.1043756,1,0,Multi-sourced,Direct
10494,EMS_0027,OEM_0011,Power module,,29,3140371,50.53614543546976,158702245.5773316,0,1,Sole-sourced,Direct
10495,EMS_0320,OEM_0012,PCB assembly,HUB_019,36,2262095,170.62061308139636,385960035.7483613,2,0,Multi-sourced,Crosses a hub
10496,EMS_0469,OEM_0012,PCB assembly,HUB_026,49,698640,114.00765507567817,79650308.1420718,2,0,Multi-sourced,Crosses a hub
10497,EMS_0326,OEM_0012,PCB assembly,HUB_013,65,13016736,190.5516912095398,2480361058.8281,2,0,Multi-sourced,Crosses a hub
10498,EMS_0059,OEM_0012,Sensor module,HUB_023,58,2614924,45.95695043620442,120173932.66244142,1,0,Multi-sourced,Crosses a hub
10499,EMS_0442,OEM_0012,Sensor module,HUB_013,51,737771,31.516497026694708,23251957.52788158,1,0,Multi-sourced,Crosses a hub
10500,EMS_0111,OEM_0013,PCB assembly,HUB_026,61,1915580,113.02968632934312,216517406.5387631,2,0,Multi-sourced,Crosses a hub
10501,EMS_0457,OEM_0013,PCB assembly,,15,800279,170.56582785379888,136500250.1490103,2,0,Multi-sourced,Direct
10502,EMS_0024,OEM_0013,PCB assembly,HUB_012,19,1644004,131.27559895187213,215817609.77927357,2,0,Multi-sourced,Crosses a hub
10503,EMS_0316,OEM_0013,Sensor module,HUB_010,57,886930,45.208825369496644,40097063.48496766,1,0,Multi-sourced,Crosses a hub
10504,EMS_0193,OEM_0013,Sensor module,HUB_011,23,554071,37.15678549417764,20587497.295544498,1,0,Multi-sourced,Crosses a hub
10505,EMS_0104,OEM_0013,Power module,HUB_011,26,321124,53.472751171047896,17171383.747051585,1,0,Multi-sourced,Crosses a hub
10506,EMS_0179,OEM_0013,Power module,,26,3067288,53.951240272720604,165483991.87363264,1,0,Multi-sourced,Direct
10507,EMS_0068,OEM_0014,PCB assembly,HUB_023,47,2099952,168.98177897273874,354853624.7173607,1,0,Multi-sourced,Crosses a hub
10508,EMS_0176,OEM_0014,PCB assembly,HUB_034,54,1736056,124.30899412016124,215807375.09627065,1,0,Multi-sourced,Crosses a hub
10509,EMS_0356,OEM_0014,Power module,,20,1700042,74.68324739158194,126964657.26207975,1,0,Multi-sourced,Direct
10510,EMS_0084,OEM_0014,Power module,HUB_007,26,8694764,48.60976532179319,422650437.5683758,1,0,Multi-sourced,Crosses a hub
10511,EMS_0326,OEM_0015,PCB assembly,HUB_033,39,14356870,132.14688379141796,1897215631.4984949,4,0,Multi-sourced,Crosses a hub
10512,EMS_0209,OEM_0015,PCB assembly,,33,2029787,148.76252568745426,301956240.7275607,4,0,Multi-sourced,Direct
10513,EMS_0462,OEM_0015,PCB assembly,HUB_026,57,4949859,223.6708087810136,1107138965.8819792,4,0,Multi-sourced,Crosses a hub
10514,EMS_0434,OEM_0015,PCB assembly,,27,2258855,142.48776974700223,321859211.1318647,4,0,Multi-sourced,Direct
10515,EMS_0394,OEM_0015,PCB assembly,HUB_026,44,16415375,161.21368630628294,2646383115.8499994,4,0,Multi-sourced,Crosses a hub
10516,EMS_0334,OEM_0015,Power module,,33,688500,70.47853689181333,48524472.650013484,0,1,Sole-sourced,Direct
10517,EMS_0308,OEM_0015,Sensor module,,29,608727,39.851946934887934,24258956.101833526,3,0,Multi-sourced,Direct
10518,EMS_0117,OEM_0015,Sensor module,,26,1361121,41.33874657745787,56267036.08025603,3,0,Multi-sourced,Direct
10519,EMS_0097,OEM_0015,Sensor module,,29,517529,49.99969068714917,25876289.921629623,3,0,Multi-sourced,Direct
10520,EMS_0472,OEM_0015,Sensor module,HUB_030,65,5947806,58.555800120848865,348278539.2935856,3,0,Multi-sourced,Crosses a hub
10521,EMS_0486,OEM_0016,PCB assembly,HUB_012,35,6564078,142.10900343449325,932814583.0462816,0,1,Sole-sourced,Crosses a hub
10522,EMS_0163,OEM_0016,Sensor module,HUB_019,37,134165,40.136792988299966,5384952.831275265,0,1,Sole-sourced,Crosses a hub
10523,EMS_0406,OEM_0016,Power module,HUB_013,71,381161,75.5453970994006,28794959.103804633,2,0,Multi-sourced,Crosses a hub
10524,EMS_0448,OEM_0016,Power module,,33,2268201,60.21594374626477,136581863.8212215,2,0,Multi-sourced,Direct
10525,EMS_0352,OEM_0016,Power module,,17,737362,50.28592677950858,37078931.541992,2,0,Multi-sourced,Direct
10526,EMS_0327,OEM_0017,PCB assembly,HUB_013,53,7446583,122.80219324040786,914456724.5467361,1,0,Multi-sourced,Crosses a hub
10527,EMS_0437,OEM_0017,PCB assembly,HUB_034,66,463896,190.99829451772146,88603344.83359292,1,0,Multi-sourced,Crosses a hub
10528,EMS_0205,OEM_0017,Power module,HUB_034,66,1985271,64.05911620965729,127174705.69666255,0,1,Sole-sourced,Crosses a hub
10529,EMS_0211,OEM_0018,PCB assembly,,33,1581973,145.6633551110227,230435494.87504992,2,0,Multi-sourced,Direct
10530,EMS_0009,OEM_0018,PCB assembly,HUB_012,28,715519,148.98951212881454,106604826.72889724,2,0,Multi-sourced,Crosses a hub
10531,EMS_0002,OEM_0018,PCB assembly,,18,9946527,114.25173133173922,1136407930.4878902,2,0,Multi-sourced,Direct
10532,EMS_0097,OEM_0018,Sensor module,HUB_011,23,995248,30.52525296311595,30380196.96103522,1,0,Multi-sourced,Crosses a hub
10533,EMS_0163,OEM_0018,Sensor module,HUB_010,49,876408,28.89817193215085,25326589.06671246,1,0,Multi-sourced,Crosses a hub
10534,EMS_0327,OEM_0019,PCB assembly,,30,1818698,122.7248550706791,223199448.46733394,2,0,Multi-sourced,Direct
10535,EMS_0258,OEM_0019,PCB assembly,,19,1382360,144.56300282671404,199838112.58753642,2,0,Multi-sourced,Direct
10536,EMS_0002,OEM_0019,PCB assembly,,19,3147074,127.21765175521162,400363364.17988086,2,0,Multi-sourced,Direct
10537,EMS_0341,OEM_0019,Power module,,15,410433,65.21027799634916,26764450.028875574,1,0,Multi-sourced,Direct
10538,EMS_0104,OEM_0019,Power module,,16,251567,74.19481348728648,18664966.6445562,1,0,Multi-sourced,Direct
10539,EMS_0246,OEM_0019,Sensor module,HUB_015,61,4209190,52.06348504935838,219145100.6349088,1,0,Multi-sourced,Crosses a hub
10540,EMS_0217,OEM_0019,Sensor module,,24,98214,44.701727320822634,4390335.447087274,1,0,Multi-sourced,Direct
10541,EMS_0121,OEM_0020,PCB assembly,HUB_024,22,1482185,130.15287802604834,192910643.51703846,1,0,Multi-sourced,Crosses a hub
10542,EMS_0158,OEM_0020,PCB assembly,,33,3127973,106.7017828054294,333760295.6672474,1,0,Multi-sourced,Direct
10543,EMS_0489,OEM_0020,Power module,,21,703957,50.40653745588126,35484034.8878298,0,1,Sole-sourced,Direct
10544,EMS_0212,OEM_0021,PCB assembly,HUB_036,29,483492,185.98975771167233,89924559.93553187,0,1,Sole-sourced,Crosses a hub
10545,EMS_0156,OEM_0021,Power module,HUB_010,50,1056835,71.65373923616245,75726179.50564975,3,0,Multi-sourced,Crosses a hub
10546,EMS_0054,OEM_0021,Power module,HUB_011,32,184537,59.67613332421114,11012454.615249952,3,0,Multi-sourced,Crosses a hub
10547,EMS_0315,OEM_0021,Power module,HUB_012,31,427449,74.7814556487301,31965258.435594033,3,0,Multi-sourced,Crosses a hub
10548,EMS_0103,OEM_0021,Power module,HUB_010,71,1462230,53.54240011040692,78291303.71344031,3,0,Multi-sourced,Crosses a hub
10549,EMS_0445,OEM_0022,PCB assembly,,30,7475978,169.74912542638998,1269040727.206932,2,0,Multi-sourced,Direct
10550,EMS_0169,OEM_0022,PCB assembly,HUB_008,23,3168588,139.43452731071105,441810570.0223913,2,0,Multi-sourced,Crosses a hub
10551,EMS_0462,OEM_0022,PCB assembly,,20,809607,135.13130218733855,109403248.1699846,2,0,Multi-sourced,Direct
10552,EMS_0302,OEM_0022,Power module,HUB_000,38,492910,62.51773606880076,30815617.285672583,1,0,Multi-sourced,Crosses a hub
10553,EMS_0330,OEM_0022,Power module,HUB_019,25,2765139,75.02297011809961,207448940.56939182,1,0,Multi-sourced,Crosses a hub
10554,EMS_0163,OEM_0022,Sensor module,,24,489507,45.30397114830634,22176611.004893992,1,0,Multi-sourced,Direct
10555,EMS_0276,OEM_0022,Sensor module,HUB_015,55,985612,33.64004232707632,33156029.398074348,1,0,Multi-sourced,Crosses a hub
10556,EMS_0019,OEM_0023,PCB assembly,HUB_013,39,1307080,158.4216247755139,207069737.3115787,1,0,Multi-sourced,Crosses a hub
10557,EMS_0026,OEM_0023,PCB assembly,,31,4331316,102.04441080128093,441986589.2141609,1,0,Multi-sourced,Direct
10558,EMS_0084,OEM_0023,Power module,HUB_026,66,435425,73.00071650837685,31786336.98565999,1,0,Multi-sourced,Crosses a hub
10559,EMS_0264,OEM_0023,Power module,,23,2108689,54.41645130003227,114747372.27541375,1,0,Multi-sourced,Direct
10560,EMS_0343,OEM_0024,PCB assembly,,35,2090623,201.12276974173432,420471888.2457738,0,1,Sole-sourced,Direct
10561,EMS_0444,OEM_0024,Sensor module,HUB_036,26,789181,31.160204102670725,24591041.033949785,0,1,Sole-sourced,Crosses a hub
10562,EMS_0221,OEM_0024,Power module,,27,1518593,80.66288811271298,122494097.24774913,1,0,Multi-sourced,Direct
10563,EMS_0325,OEM_0024,Power module,,34,1700136,48.62497859667109,82669076.61143,1,0,Multi-sourced,Direct
10564,EMS_0495,OEM_0025,PCB assembly,HUB_013,63,667440,122.88782344150334,82020248.877797,1,0,Multi-sourced,Crosses a hub
10565,EMS_0300,OEM_0025,PCB assembly,,27,1578647,145.1879345002808,229200497.23506477,1,0,Multi-sourced,Direct
10566,EMS_0435,OEM_0026,PCB assembly,,28,2184837,156.1371801984847,341134288.37331676,2,0,Multi-sourced,Direct
10567,EMS_0198,OEM_0026,PCB assembly,HUB_010,41,1340568,135.89617692353167,182178066.106025,2,0,Multi-sourced,Crosses a hub
10568,EMS_0437,OEM_0026,PCB assembly,,18,1130401,94.96101547823564,107344026.85761304,2,0,Multi-sourced,Direct
10569,EMS_0117,OEM_0026,Sensor module,,20,170192,34.80567462196272,5923647.3752610795,0,1,Sole-sourced,Direct
10570,EMS_0495,OEM_0027,PCB assembly,HUB_023,53,505151,121.24290910693928,61245976.77827948,1,0,Multi-sourced,Crosses a hub
10571,EMS_0515,OEM_0027,PCB assembly,,20,6301076,142.48057327807552,897780920.748723,1,0,Multi-sourced,Direct
10572,EMS_0448,OEM_0027,Power module,HUB_015,49,726969,79.29791791485263,57647128.0886425,2,0,Multi-sourced,Crosses a hub
10573,EMS_0043,OEM_0027,Power module,,15,288545,83.05370173733353,23964730.367798902,2,0,Multi-sourced,Direct
10574,EMS_0084,OEM_0027,Power module,HUB_026,67,2959947,51.18210652922689,151496322.67486554,2,0,Multi-sourced,Crosses a hub
10575,EMS_0391,OEM_0027,Sensor module,,23,1322120,34.32401377316115,45380465.089771815,2,0,Multi-sourced,Direct
10576,EMS_0194,OEM_0027,Sensor module,HUB_024,29,2114855,44.843786104543,94838105.26212329,2,0,Multi-sourced,Crosses a hub
10577,EMS_0092,OEM_0027,Sensor module,,23,693949,52.17117417707451,36204134.14900668,2,0,Multi-sourced,Direct
10578,EMS_0460,OEM_0028,PCB assembly,HUB_034,54,2989723,145.77009501383702,435812205.77505386,2,0,Multi-sourced,Crosses a hub
10579,EMS_0514,OEM_0028,PCB assembly,,15,1308973,175.05712177957034,229145045.86716953,2,0,Multi-sourced,Direct
10580,EMS_0256,OEM_0028,PCB assembly,HUB_000,41,1528861,109.85649384964628,167955309.04346406,2,0,Multi-sourced,Crosses a hub
10581,EMS_0461,OEM_0028,Power module,,22,1174689,70.54509683625336,82868549.25748163,0,1,Sole-sourced,Direct
10582,EMS_0136,OEM_0029,PCB assembly,,17,1940395,100.72147044255671,195439437.63938484,1,0,Multi-sourced,Direct
